EmployeeId,STOCKNO,Vehicle,StationName,WorkingTime
141,28688,2021 Kia Soul,Shipping Lane,5
163,28884,2022 Toyota Sienna,Alignment,28
142,27477,2020 Chevrolet Traverse,Service,54
142,28732,2020 Toyota Sienna,Alignment,29
163,29187,2022 Chrysler Pacifica,Alignment,29
162,28710,2020 Chrysler Voyager,Shipping Lane,5
142,28608,2021 Kia Telluride,Service,55
141,28723,2020 Toyota Sienna,Shipping Lane,5
163,28706,2020 Toyota Sienna,Alignment,30
141,28741,2021 Chrysler Voyager,Shipping Lane,5
163,28717,2020 Chrysler Pacifica,Alignment,30
118,28753,2017 Dodge Grand Caravan,Shipping Lane,5
163,28845,2023 Buick Enclave,Alignment,30
157,28708,2018 Toyota Sienna,Service,55
163,28957,2021 Chrysler Voyager,Alignment,31
118,28855,2018 Toyota Sienna,Shipping Lane,5
157,28712,2021 Chrysler Voyager,Service,55
142,28824,2022 Toyota Sienna,Service,55
118,29012,2019 Toyota Sienna,Shipping Lane,5
118,29106,2022 Toyota Sienna,Shipping Lane,5
142,28851,2022 Toyota Sienna,Service,55
142,29006,2023 Chevrolet Traverse,Service,56
118,29148,2020 Toyota Sienna,Shipping Lane,5
118,29159,2023 Toyota Sienna,Shipping Lane,5
157,28717,2020 Chrysler Pacifica,Service,57
118,29197,2022 Toyota Sienna,Shipping Lane,5
161,28689,2020 Buick Enclave,Interiors,500
163,28659,2020 Toyota Sienna,Alignment,32
157,28720,2022 Chrysler Pacifica,Service,57
163,28691,2020 Toyota Sienna,Alignment,32
161,28939,2020 Toyota Sienna,Interiors,500
163,28971,2023 Toyota Sienna,Alignment,32
157,28739,2017 Dodge Grand Caravan,Service,57
141,28440,2021 Buick Enclave,Test Drive,10
163,28973,2020 Toyota Sienna,Service,57
161,28945,2022 Toyota Sienna,Interiors,500
118,27975,2019 Chevrolet Traverse,Shipping Lane,6
161,28759,2020 Toyota Sienna,Interiors,499
135,28492,2022 Hyundai Palisade,Alignment,33
142,29126,2022 Kia Soul,Service,57
161,28936,2020 Toyota Sienna,Interiors,499
141,28637,2021 Chevrolet Traverse,Test Drive,10
142,29150,2021 Chrysler Pacifica,Service,57
135,28696,2018 Toyota Sienna,Service,58
135,28651,2022 Chevrolet Traverse,Alignment,33
161,28893,2022 Toyota Sienna,Interiors,498
135,28723,2020 Toyota Sienna,Alignment,33
157,28571,2020 Kia Soul,Service,60
141,28576,2016 Kia Sorento,Shipping Lane,6
141,28674,2020 Kia Soul,Test Drive,10
141,28604,2020 Toyota Sienna,Shipping Lane,6
141,28612,2020 Kia Soul,Shipping Lane,6
118,28719,2021 Chrysler Voyager,Shipping Lane,6
143,29302,2023 Kia Soul,Interiors,498
141,28689,2020 Buick Enclave,Test Drive,10
135,28967,2022 Chrysler Pacifica,Service,60
161,28989,2023 Kia Soul,Interiors,497
157,28719,2021 Chrysler Voyager,Service,62
118,28802,2021 Chrysler Voyager,Shipping Lane,6
118,28885,2023 Chevrolet Traverse,Shipping Lane,6
118,28905,2022 Chrysler Voyager,Shipping Lane,6
161,29026,2023 Toyota Sienna,Interiors,497
141,28992,2018 Ram ProMaster Cargo,Shipping Lane,6
141,28703,2022 Chevrolet Traverse,Test Drive,10
135,28554,2019 Toyota Sienna,Alignment,34
142,28569,2020 Kia Soul,Service,63
161,28924,2020 Toyota Sienna,Interiors,496
142,28659,2020 Toyota Sienna,Alignment,34
142,28764,2016 Toyota Sienna,Alignment,34
135,28692,2021 Chrysler Voyager,Alignment,35
141,29026,2023 Toyota Sienna,Shipping Lane,6
141,28718,2021 Buick Enclave,Test Drive,10
118,29064,2023 Toyota Sienna,Shipping Lane,6
118,29087,2022 Kia Sorento,Shipping Lane,6
124,28728,2022 Chevrolet Traverse,Service,63
163,29005,2023 Chevrolet Traverse,Alignment,35
118,29133,2023 Chevrolet Traverse,Shipping Lane,6
141,28971,2023 Toyota Sienna,Test Drive,10
118,29137,2018 Toyota Sienna,Shipping Lane,6
118,28277,2021 Toyota Sienna,Shipping Lane,7
143,28928,2023 Buick Enclave,Interiors,496
142,28729,2022 Chevrolet Traverse,Service,65
141,29014,2020 Chrysler Pacifica,Test Drive,10
142,28717,2020 Chrysler Pacifica,Alignment,36
142,28943,2019 Toyota Sienna,Service,65
161,28946,2021 Toyota Sienna,Interiors,495
163,28975,2020 Toyota Sienna,Alignment,36
163,28708,2018 Toyota Sienna,Alignment,37
141,28491,2015 Toyota Sienna,Shipping Lane,7
141,29042,2023 Chevrolet Traverse,Test Drive,10
118,28542,2021 Kia Soul,Shipping Lane,7
153,29221,2023 Chevrolet Traverse,Test Drive,10
161,28948,2022 Toyota Sienna,Interiors,495
163,28874,2022 Toyota Sienna,Alignment,38
118,28550,2021 Buick Enclave,Shipping Lane,7
135,28654,2020 Toyota Sienna,Service,66
141,28641,2019 Toyota Sienna,Shipping Lane,7
157,28752,2019 Chrysler Pacifica,Service,66
141,28669,2020 Toyota Sienna,Test Drive,11
157,28554,2019 Toyota Sienna,Service,68
161,28879,2022 Toyota Sienna,Interiors,494
118,28807,2021 Chrysler Voyager,Shipping Lane,7
132,28844,2023 Buick Enclave,Bumpers,60
161,29064,2023 Toyota Sienna,Interiors,493
118,28826,2022 Toyota Sienna,Shipping Lane,7
141,28677,2022 Chevrolet Traverse,Test Drive,11
161,29019,2020 Chrysler Pacifica,Interiors,492
142,28596,2019 Chevrolet Traverse,Service,69
142,29056,2020 Chrysler Voyager,Service,69
142,29214,2022 Chrysler Pacifica,Service,69
141,28869,2022 Chevrolet Traverse,Shipping Lane,7
161,29025,2023 Toyota Sienna,Interiors,492
163,28930,2023 Buick Enclave,Alignment,38
132,28933,2018 Toyota Sienna,Bumpers,60
141,28688,2021 Kia Soul,Test Drive,11
156,28811,2021 Chrysler Voyager,Interiors,490
118,28881,2023 Chevrolet Traverse,Shipping Lane,7
118,28897,2022 Toyota Sienna,Shipping Lane,7
163,29013,2020 Toyota Sienna,Alignment,39
141,28706,2020 Toyota Sienna,Test Drive,11
157,28613,2019 Toyota Sienna,Service,70
118,28899,2021 Chrysler Voyager,Shipping Lane,7
163,28152,2021 Toyota Sienna,Alignment,40
161,28947,2016 Toyota Sienna,Interiors,490
161,28889,2019 Toyota Sienna,Interiors,488
132,28939,2020 Toyota Sienna,Bumpers,60
141,28708,2018 Toyota Sienna,Test Drive,11
135,28573,2021 Buick Enclave,Service,71
132,29001,2023 Chevrolet Traverse,Bumpers,60
141,28711,2020 Chrysler Pacifica,Test Drive,11
157,28799,2022 Chevrolet Traverse,Service,71
142,29105,2022 Toyota Sienna,Service,71
161,28973,2020 Toyota Sienna,Interiors,488
118,28990,2023 Kia Soul,Shipping Lane,7
118,29054,2023 Kia Soul,Shipping Lane,7
141,28713,2021 Chrysler Pacifica,Test Drive,11
135,28594,2021 Chevrolet Traverse,Alignment,40
157,28612,2020 Kia Soul,Service,72
132,28769,2020 Chevrolet Traverse,Bumpers,61
161,29063,2021 Toyota Sienna,Interiors,488
141,28717,2020 Chrysler Pacifica,Test Drive,11
157,28640,2019 Toyota Sienna,Service,72
161,28935,2020 Chrysler Pacifica,Interiors,487
123,28809,2022 Toyota Sienna,Interiors,486
118,24160,2017 Toyota Sienna,Shipping Lane,8
163,28810,2021 Chrysler Voyager,Alignment,40
141,28484,2020 Chrysler Pacifica,Shipping Lane,8
141,28751,2021 Chrysler Voyager,Test Drive,11
132,28763,2022 Chevrolet Traverse,Bumpers,62
142,28779,2022 Toyota Sienna,Alignment,41
135,28833,2023 Buick Enclave,Service,73
163,28820,2022 Kia Soul,Alignment,41
163,28860,2020 Chrysler Voyager,Alignment,41
142,28854,2022 Toyota Sienna,Service,73
118,28548,2021 Buick Enclave,Shipping Lane,8
141,28897,2022 Toyota Sienna,Test Drive,11
141,28633,2022 Chevrolet Traverse,Shipping Lane,8
141,28661,2022 Chevrolet Traverse,Shipping Lane,8
135,28594,2021 Chevrolet Traverse,Service,74
163,28865,2023 Buick Enclave,Alignment,41
118,28735,2019 Toyota Sienna,Shipping Lane,8
141,28899,2021 Chrysler Voyager,Test Drive,11
142,28612,2020 Kia Soul,Service,74
118,28739,2017 Dodge Grand Caravan,Shipping Lane,8
118,28754,2021 Toyota Sienna,Shipping Lane,8
157,28703,2022 Chevrolet Traverse,Service,74
132,29161,2023 Chevrolet Traverse,Bumpers,62
161,28857,2019 Toyota Sienna,Interiors,485
118,28778,2020 Chevrolet Traverse,Shipping Lane,8
141,28900,2021 Chrysler Voyager,Test Drive,11
135,28572,2022 Chevrolet Traverse,Alignment,42
142,28914,2022 Chevrolet Traverse,Service,74
161,28959,2022 Toyota Sienna,Interiors,483
118,28785,2018 Toyota Sienna,Shipping Lane,8
163,28838,2023 Chevrolet Traverse,Alignment,42
157,28569,2020 Kia Soul,Service,76
118,28818,2022 Toyota Sienna,Shipping Lane,8
141,28907,2022 Chrysler Voyager,Test Drive,11
163,28810,2021 Chrysler Voyager,Service,76
163,29162,2023 Chevrolet Traverse,Alignment,42
142,29035,2023 Chevrolet Traverse,Service,76
163,28688,2021 Kia Soul,Alignment,43
161,28950,2020 Toyota Sienna,Interiors,481
124,27464,2017 Honda CR-V,Service,79
118,28838,2023 Chevrolet Traverse,Shipping Lane,8
163,29210,2021 Chrysler Voyager,Alignment,44
118,28892,2022 Toyota Sienna,Shipping Lane,8
141,28936,2020 Toyota Sienna,Shipping Lane,8
161,29355,2020 Kia Soul,Interiors,478
143,29221,2023 Chevrolet Traverse,Interiors,477
139,28761,2022 Chrysler Pacifica,Bumpers,63
118,28943,2019 Toyota Sienna,Shipping Lane,8
146,28909,2022 Chrysler Voyager,Test Drive,11
118,28957,2021 Chrysler Voyager,Shipping Lane,8
132,29035,2023 Chevrolet Traverse,Bumpers,63
118,28968,2022 Chrysler Pacifica,Shipping Lane,8
141,28914,2022 Chevrolet Traverse,Test Drive,11
124,28962,2022 Chrysler Pacifica,Service,79
143,28792,2020 Chrysler Voyager,Interiors,476
157,28755,2021 Chrysler Voyager,Service,81
118,29028,2020 Chrysler Voyager,Shipping Lane,8
118,29145,2020 Chrysler Pacifica,Shipping Lane,8
120,29041,2023 Chevrolet Traverse,Interiors,475
161,28974,2022 Toyota Sienna,Interiors,474
157,28759,2020 Toyota Sienna,Service,81
141,28060,2019 Dodge Grand Caravan,Shipping Lane,9
141,28924,2020 Toyota Sienna,Test Drive,11
142,28875,2022 Toyota Sienna,Service,81
135,28460,2016 Kia Soul,Service,82
141,28335,2021 Toyota Sienna,Shipping Lane,9
163,29214,2022 Chrysler Pacifica,Alignment,44
135,28596,2019 Chevrolet Traverse,Service,82
129,28763,2022 Chevrolet Traverse,SUV Hoist #6,810
161,28926,2020 Toyota Sienna,Interiors,470
163,29232,2023 Chevrolet Traverse,Alignment,44
157,28742,2022 Toyota Sienna,Service,82
132,28681,2020 Toyota Sienna,Bumpers,64
141,28978,2018 Kia Soul,Test Drive,11
156,28687,2020 Toyota Sienna,Interiors,463
161,28855,2018 Toyota Sienna,Interiors,463
132,29179,2023 Chevrolet Traverse,Bumpers,64
161,29137,2018 Toyota Sienna,Interiors,461
118,28440,2021 Buick Enclave,Shipping Lane,9
153,29141,2020 Toyota Sienna,Test Drive,11
142,28775,2022 Chevrolet Traverse,Alignment,45
135,28704,2022 Hyundai Santa Fe,Service,83
161,28921,2022 Toyota Sienna,Interiors,460
141,28525,2016 Toyota Sienna,Shipping Lane,9
142,29282,2022 Kia Telluride,Alignment,45
118,28575,2021 Buick Enclave,Shipping Lane,9
132,29258,2021 Chrysler Voyager,Bumpers,64
161,29090,2022 Toyota Sienna,Interiors,460
163,28965,2022 Chrysler Pacifica,Alignment,46
161,28849,2022 Toyota Sienna,Interiors,459
153,29181,2023 Chevrolet Traverse,Test Drive,11
142,28917,2022 Chevrolet Traverse,Service,83
118,28596,2019 Chevrolet Traverse,Shipping Lane,9
163,29104,2021 Kia Soul,Alignment,46
157,28887,2022 Toyota Sienna,Interiors,456
163,28791,2015 Toyota Sienna,Alignment,47
142,28926,2020 Toyota Sienna,Service,83
132,28390,2022 Hyundai Palisade,Bumpers,65
153,29269,2020 Toyota Sienna,Test Drive,11
163,28809,2022 Toyota Sienna,Alignment,47
142,28951,2023 Chevrolet Traverse,Service,83
157,28874,2022 Toyota Sienna,Interiors,455
163,28933,2018 Toyota Sienna,Alignment,47
118,28709,2021 Chrysler Pacifica,Shipping Lane,9
161,29092,2023 Toyota Sienna,Interiors,447
142,29248,2023 Kia Soul,Service,84
132,28980,2021 Chrysler Voyager,Bumpers,65
118,28736,2019 Toyota Sienna,Shipping Lane,9
142,28831,2023 Buick Enclave,Service,85
163,29213,2022 Chrysler Pacifica,Alignment,47
119,28689,2020 Buick Enclave,Service,86
156,28765,2022 Chevrolet Traverse,Interiors,446
163,28178,2021 Toyota Sienna,Alignment,48
132,29086,2023 Chevrolet Traverse,Bumpers,65
143,29078,2023 Chevrolet Traverse,Interiors,444
132,28640,2019 Toyota Sienna,Bumpers,66
118,28756,2020 Toyota Sienna,Shipping Lane,9
142,29058,2020 Chrysler Voyager,Service,87
142,28900,2021 Chrysler Voyager,Service,88
123,28820,2022 Kia Soul,Interiors,440
141,28777,2020 Toyota Sienna,Shipping Lane,9
143,29262,2022 Chrysler Pacifica,Interiors,439
161,28848,2022 Toyota Sienna,Interiors,433
132,28827,2020 Toyota Sienna,Bumpers,66
141,28089,2020 Kia Sorento,Test Drive,12
135,28734,2022 Toyota Sienna,Service,89
135,28703,2022 Chevrolet Traverse,Alignment,48
132,29185,2023 Chevrolet Traverse,Bumpers,67
118,28794,2022 Buick Enclave,Shipping Lane,9
141,28280,2021 Chevrolet Traverse,Test Drive,12
142,28677,2022 Chevrolet Traverse,Service,90
143,28917,2022 Chevrolet Traverse,Interiors,430
118,28828,2022 Chevrolet Traverse,Shipping Lane,9
118,28866,2016 Kia Soul,Shipping Lane,9
132,29272,2023 Toyota Sienna,Bumpers,67
141,28460,2016 Kia Soul,Test Drive,12
163,28754,2021 Toyota Sienna,Alignment,48
143,29213,2022 Chrysler Pacifica,Interiors,429
142,29008,2022 Kia Sorento,Service,91
118,28875,2022 Toyota Sienna,Shipping Lane,9
118,28900,2021 Chrysler Voyager,Shipping Lane,9
132,29326,2019 Toyota Sienna,Bumpers,67
161,28780,2022 Toyota Sienna,Interiors,428
163,29200,2020 Chrysler Pacifica,Alignment,48
142,29071,2023 Toyota Sienna,Service,93
141,28807,2021 Chrysler Voyager,Test Drive,12
161,28499,2012 Toyota Sienna,Interiors,427
135,28605,2022 Kia Soul,Service,94
142,28653,2021 Chevrolet Traverse,Service,94
132,29195,2023 Kia Soul,Bumpers,68
141,28828,2022 Chevrolet Traverse,Test Drive,12
161,29276,2023 Kia Soul,Interiors,426
142,28787,2021 Chrysler Voyager,Alignment,49
141,28944,2020 Chrysler Voyager,Shipping Lane,9
143,28790,2021 Chrysler Voyager,Interiors,425
143,29112,2021 Chrysler Pacifica,Interiors,425
132,28777,2020 Toyota Sienna,Bumpers,69
141,28837,2022 Kia Telluride,Test Drive,12
163,28868,2023 Buick Enclave,Alignment,49
163,28693,2020 Chrysler Pacifica,Service,94
143,28836,2022 Kia Telluride,Interiors,422
135,28689,2020 Buick Enclave,Alignment,50
163,28764,2016 Toyota Sienna,Alignment,50
156,29042,2023 Chevrolet Traverse,Interiors,421
118,28958,2022 Toyota Sienna,Shipping Lane,9
146,28849,2022 Toyota Sienna,Test Drive,12
118,28973,2020 Toyota Sienna,Shipping Lane,9
118,29003,2023 Chevrolet Traverse,Shipping Lane,9
132,28973,2020 Toyota Sienna,Bumpers,69
141,28868,2023 Buick Enclave,Test Drive,12
142,28794,2022 Buick Enclave,Service,94
161,28604,2020 Toyota Sienna,Interiors,418
163,28785,2018 Toyota Sienna,Alignment,50
118,29083,2023 Chevrolet Traverse,Shipping Lane,9
132,29007,2023 Chevrolet Traverse,Bumpers,69
140,28817,2021 Chrysler Voyager,SUV Hoist #3,396
141,28939,2020 Toyota Sienna,Test Drive,12
142,28882,2022 Kia Soul,Service,94
157,28938,2023 Toyota Sienna,Interiors,418
142,28794,2022 Buick Enclave,Alignment,50
132,28732,2020 Toyota Sienna,Bumpers,70
118,29122,2023 Chevrolet Traverse,Shipping Lane,9
135,28978,2018 Kia Soul,Service,94
118,29136,2019 Toyota Sienna,Shipping Lane,9
118,29144,2022 Kia Telluride,Shipping Lane,9
161,29263,2020 Toyota Sienna,Interiors,415
163,28807,2021 Chrysler Voyager,Alignment,50
132,28935,2020 Chrysler Pacifica,Bumpers,70
141,29024,2021 Kia Sorento,Test Drive,12
156,28724,2020 Toyota Sienna,Interiors,408
163,28815,2020 Toyota Sienna,Alignment,50
118,29172,2020 Toyota Sienna,Shipping Lane,9
132,29004,2023 Chevrolet Traverse,Bumpers,70
163,29211,2021 Chrysler Voyager,Alignment,50
142,28795,2020 Kia Telluride,Service,95
143,29335,2022 Hyundai Palisade,Interiors,408
142,28985,2020 Toyota Sienna,Service,95
118,29252,2022 Chevrolet Traverse,Shipping Lane,9
141,28590,2022 Toyota Sienna,Shipping Lane,10
132,29140,2020 Toyota Sienna,Bumpers,70
123,28628,2020 Toyota Sienna,Interiors,406
141,28605,2022 Kia Soul,Shipping Lane,10
163,29010,2020 Toyota Sienna,Alignment,51
140,28714,2021 Chrysler Voyager,SUV Hoist #3,441
141,29036,2023 Chevrolet Traverse,Test Drive,12
157,28544,2020 Kia Soul,Service,96
143,28967,2022 Chrysler Pacifica,Interiors,406
163,29094,2023 Chevrolet Traverse,Alignment,51
161,29128,2019 Toyota Sienna,Interiors,405
135,28548,2021 Buick Enclave,Alignment,52
140,28758,2021 Chrysler Voyager,SUV Hoist #3,588
118,28702,2022 Chrysler Pacifica,Shipping Lane,10
141,29082,2023 Chevrolet Traverse,Test Drive,12
163,28666,2022 Kia Sorento,Alignment,52
161,28736,2019 Toyota Sienna,Interiors,402
161,29171,2020 Toyota Sienna,Interiors,401
157,28692,2021 Chrysler Voyager,Service,97
118,28708,2018 Toyota Sienna,Shipping Lane,10
143,28846,2023 Buick Enclave,Interiors,399
132,29263,2020 Toyota Sienna,Bumpers,70
141,28337,2022 Hyundai Palisade,Test Drive,13
142,28724,2020 Toyota Sienna,Service,97
161,29067,2021 Toyota Sienna,Interiors,397
163,29110,2022 Toyota Sienna,Alignment,52
118,28715,2020 Toyota Sienna,Shipping Lane,10
126,29369,2022 Chrysler Pacifica,SUV Hoist #5,534
132,28708,2018 Toyota Sienna,Bumpers,71
146,28730,2022 Chevrolet Traverse,Test Drive,13
135,28727,2022 Chevrolet Traverse,Service,99
161,28933,2018 Toyota Sienna,Interiors,396
126,29056,2020 Chrysler Voyager,SUV Hoist #5,739
132,28926,2020 Toyota Sienna,Bumpers,72
141,28741,2021 Chrysler Voyager,Test Drive,13
163,29115,2020 Kia Soul,Alignment,52
157,28754,2021 Toyota Sienna,Service,99
161,28777,2020 Toyota Sienna,Interiors,393
142,29236,2021 Chrysler Voyager,Service,99
163,28790,2021 Chrysler Voyager,Alignment,53
141,28825,2021 Chrysler Voyager,Shipping Lane,10
129,29005,2023 Chevrolet Traverse,SUV Hoist #6,813
163,29036,2023 Chevrolet Traverse,Alignment,53
135,28541,2019 Chevrolet Traverse,Service,100
132,29093,2022 Chevrolet Traverse,Bumpers,72
141,28758,2021 Chrysler Voyager,Test Drive,13
143,29187,2022 Chrysler Pacifica,Interiors,392
118,28851,2022 Toyota Sienna,Shipping Lane,10
156,28656,2022 Kia Telluride,Interiors,391
118,28893,2022 Toyota Sienna,Shipping Lane,10
132,29209,2021 Chrysler Voyager,Bumpers,72
140,28910,2022 Chrysler Voyager,SUV Hoist #3,670
141,28762,2021 Chrysler Voyager,Test Drive,13
157,28635,2019 Toyota Sienna,Service,100
143,28907,2022 Chrysler Voyager,Interiors,389
142,28785,2018 Toyota Sienna,Service,100
118,28895,2022 Toyota Sienna,Shipping Lane,10
126,29206,2022 Chrysler Pacifica,SUV Hoist #5,777
132,28884,2022 Toyota Sienna,Bumpers,73
143,28995,2022 Chrysler Voyager,Interiors,389
118,28946,2021 Toyota Sienna,Shipping Lane,10
132,29162,2023 Chevrolet Traverse,Bumpers,73
141,28772,2022 Kia Telluride,Test Drive,13
143,29070,2023 Chevrolet Traverse,Interiors,389
163,29152,2021 Chrysler Voyager,Service,100
135,28634,2022 Kia Soul,Alignment,54
163,29118,2023 Chevrolet Traverse,Alignment,54
118,28969,2022 Chrysler Pacifica,Shipping Lane,10
118,29037,2023 Chevrolet Traverse,Shipping Lane,10
143,29110,2022 Toyota Sienna,Interiors,389
143,28970,2022 Chrysler Pacifica,Interiors,388
132,29079,2023 Chevrolet Traverse,Bumpers,74
161,28943,2019 Toyota Sienna,Interiors,386
163,29161,2023 Chevrolet Traverse,Alignment,54
118,29081,2023 Chevrolet Traverse,Shipping Lane,10
141,28792,2020 Chrysler Voyager,Test Drive,13
132,28669,2020 Toyota Sienna,Bumpers,75
123,28715,2020 Toyota Sienna,Interiors,384
163,28918,2022 Chevrolet Traverse,Alignment,55
118,29146,2022 Toyota Sienna,Shipping Lane,10
141,28797,2022 Chevrolet Traverse,Test Drive,13
143,28723,2020 Toyota Sienna,Interiors,384
118,29282,2022 Kia Telluride,Shipping Lane,10
143,28864,2023 Buick Enclave,Interiors,384
132,29017,2020 Chrysler Voyager,Bumpers,75
118,28353,2021 Kia Sorento,Shipping Lane,11
141,28818,2022 Toyota Sienna,Test Drive,13
135,28514,2021 Buick Enclave,Service,101
161,29267,2019 Toyota Sienna,Interiors,383
118,28637,2021 Chevrolet Traverse,Shipping Lane,11
161,28815,2020 Toyota Sienna,Interiors,382
132,29171,2020 Toyota Sienna,Bumpers,75
118,28643,2020 Toyota Sienna,Shipping Lane,11
141,28831,2023 Buick Enclave,Test Drive,13
161,28985,2020 Toyota Sienna,Interiors,381
118,28659,2020 Toyota Sienna,Shipping Lane,11
163,28787,2021 Chrysler Voyager,Alignment,56
156,29338,2021 Chrysler Pacifica,Interiors,380
132,29278,2023 Chrysler Pacifica,Bumpers,75
118,28712,2021 Chrysler Voyager,Shipping Lane,11
141,28896,2022 Toyota Sienna,Test Drive,13
161,28986,2023 Toyota Sienna,Interiors,379
135,28612,2020 Kia Soul,Alignment,57
118,28713,2021 Chrysler Pacifica,Shipping Lane,11
161,29127,2022 Kia Soul,Interiors,379
